Provider Number,Provider Name,Address,City,Phone_Number,ZipCode,Service Area,Supervisory District,Programs/Services,Provider Classification,Age Group Served,Language/Cultures,Operation,Operation Hours,Walk-In-Hours
7394,THE HELP GROUP-WEST OUTPATIENT,12099 WASHINGTON BLVD. STE 200,LOS ANGELES,(310) 751-1174,90066,5,2,"COMMUNITY OUTREACH, FIELD CAPABLE CLINICAL SERVICES (FCCS), FULL SERVICE PARTNERSHIP (FSP), MEDICATION SUPPORT, MENTAL HEALTH SERVICES* (MHS), PREVENTION AND EARLY INTERVENTION (PEI), PSYCHOLOGICAL TESTING, SPECIALIZED FOSTER CARE",OUTPATIENT,CHILD/TAY,"ENGLISH, SPANISH",NGA,MON-FRI 9:00 AM-6:00 PM,CONTACT PROVIDER
7429,FAMILY SERVICES OF SANTA MONICA-VISTA DEL MAR,1533 EUCLID ST.,SANTA MONICA,(310) 451-9747,90404,5,3,"COMMUNITY OUTREACH, MEDICATION SUPPORT, MENTAL HEALTH PROMOTION, MENTAL HEALTH SERVICES* (MHS), SPECIALIZED FOSTER CARE, TARGETED CASE MANAGEMENT",OUTPATIENT,ADULT/CHILD/TAY,"ENGLISH, SPANISH",NGA,MON - THURS 9:00 AM - 9:00 PM; FRI 9:00 AM - 3:00 PM,CONTACT PROVIDER
7446,UCLA TIES FOR ADOPTION,1000 VETERAN AVE. BOX 714222,LOS ANGELES,(310) 825-6110,90024,5,3,"INFANT MENTAL HEALTH, MEDICATION SUPPORT, MENTAL HEALTH SERVICES* (MHS), PSYCHOLOGICAL TESTING, THERAPEUTIC BEHAVIOR SERVICES",OUTPATIENT,CHILD/TAY,"ENGLISH, SPANISH",NGA,MON - FRI 8:00 AM - 5:00 PM,CONTACT PROVIDER
7446,UCLA TIES FOR ADOPTION,2191 FRANZ HALL,LOS ANGELES,(310) 825-6110,90035,5,3,MENTAL HEALTH SERVICES* (MHS),OUTPATIENT,CHILLD/ADULT,ENGLISH,NGA,MON-FRI 8:00 AM-6:00 PM,CONTACT PROVIDER
7475,HOMELESS OUTREACH - EDELMAN,"11303 WEST WASHINGTON BLVD. STE. 200, ROOM 027",LOS ANGELES,(310) 482-6600,90066,5,2,"CRISIS INTERVENITON, COMMUNITY OUTREACH, CRISIS INTERVENTION, MENTAL HEALTH PROMOTION, MENTAL HEALTH SERVICES* (MHS), MEDICATION SUPPORT, SB82 MOBILE TRIAGE, TARGETED CASE MANAGEMENT",CRISIS SERVICES,ADULT/CHILD/TAY,"ENGLISH, HOMELESS, SPANISH",DMH,MON - FRI 8:00 AM - 5:00 PM,FIELD RESPONSE ONLY
7515,NEW DIRECTIONS INCORPORATED,11303 WILSHIRE BLVD. VA BUILDING 116,LOS ANGELES,(310) 914-4045,90073,5,3,"CLIENT SUPPORTIVE SERVICES, MENTAL HEALTH SERVICES* (MHS)",OUTPATIENT,ADULT,ENGLISH,NGA,MON - FRI 8:30 AM - 5:00 PM,MON-FRI 8:30 AM - 5:00 PM
7525,STEP UP ON SECOND STREET-DANIEL'S PLACE,1619 SANTA MONICA BLVD.,SANTA MONICA,(310) 392-5855,90404,5,3,"CLIENT RUN CENTER, CRISIS INTERVENTION, GROUPS AND SOCIAL ACTIVITIES, MEDICATION SUPPORT, MENTAL HEALTH SERVICES* (MHS), TAY DROP IN CENTER & HOMELESS SERVICES",OUTPATIENT,CHILD/TAY,"ENGLISH, SPANISH",NGA,MON - FRI 10:00 AM - 7:00 PM; SAT 9:30 PM - 6:30PM,"MON-FRI 5:00 PM - 7:00 PM, SAT ALL DAY (HOMELESS TAY SERVICES)"
7526,STEP UP ON SECOND STREET-ADULT FCCS-TAY FSP,3435 OCEAN PARK BLVD. STE. 207,SANTA MONICA,(310) 392-9474,90405,5,3,"COMMUNITY OUTREACH, FIELD CAPABLE CLINICAL SERVICES (FCCS), FULL SERVICE PARTNERSHIP (FSP), MEDICATION SUPPORT, MENTAL HEALTH SERVICES* (MHS)",OUTPATIENT,ADULT/TAY,"ARMENIAN, DUTCH, ENGLISH, GERMAN, RUSSIAN, SPANISH",NGA,MON - FRI 8:00 AM - 6:30 PM,CONTACT PROVIDER
7596,EMOTIONAL HEALTH ASSOCIATION-SHARE,6666 GREEN VALLEY CIRCLE,CULVER CITY,(310) 846-5270,90230,5,2,"COMMUNITY OUTREACH, MENTAL HEALTH PROMOTION, SUPPORTIVE HOUSING",COMMUNITY OUTREACH,ADULT/TAY,"ENGLISH, FARSI, FRENCH, JAPANESE, SPANISH, THAI",NGA,MON - FRI 9:30 AM - 10:00 PM; SAT 9:00 AM - 5:30 PM; SUN 10:00 AM - 10:00 PM,MON - FRI 9:30 AM - 10:00 PM; SAT 9:00 AM - 5:30PM; SUN 1:00 PM - 10:00 PM
7646,EXODUS RECOVERY INC. OP,3828 HUGHES AVE.,CULVER CITY,(310) 253-9494,90232,5,2,"CRISIS INTERVENTION, FULL SERVICE PARTNERSHIP (FSP), MEDICATION SUPPORT, MENTAL HEALTH SERVICES* (MHS), TARGETED CASE MANAGEMENT",OUTPATIENT,ADULT,"BULGARIAN, CANTONESE, CZECH, ENGLISH, FARSI, FOKIENESE, FRENCH, GERMAN, HINDI, HUNGARIAN, ILONGOT, JAPANESE, ROMANIAN, RUSSIAN, SPANISH, TAGALOG, VIETNAMESE",NGA,MON - FRI 8:00 AM - 5:00 PM,CONTACT PROVIDER
7695,PACIFIC CLINICS - PAC LA,8616 LA TIJERA BLVD. STE. 200,LOS ANGELES,(213) 639-0299,90045,5,2,MENTAL HEALTH SERVICES* (MHS),OUTPATIENT,CHILD/ADULT,"ENGLISH, SPANISH",NGA,MON - FRI 8:00 AM - 5:00 PM,CONTACT PROVIDER
7724,WISE & HEALTHY AGING,1527 4TH ST. 3RD FL.,SANTA MONICA,(310) 394-9871,90401,5,3,"FIELD CAPABLE CLINICAL SERVICES (FCCS), MEDICATION SUPPORT, MENTAL HEALTH SERVICES* (MHS), TARGETED CASE MANAGEMENT",OUTPATIENT,OLDER ADULT,"ENGLISH, FARSI, RUSSIAN",NGA,MON - FRI 8:00 AM - 5:00 PM,CONTACT PROVIDER
7730,EXCEPTIONAL CHILDREN'S  FOUNDATION,5350 MACHADO RD.,CULVER CITY,(310) 737-9393,90230,5,2,"MEDICATION SUPPORT, MENTAL HEALTH SERVICES* (MHS), TARGETED CASE MANAGEMENT",OUTPATIENT,CHILD/TAY,"ENGLISH, SPANISH",NGA,MON - FRI 8:00 AM - 5:00 PM,CONTACT PROVIDER
7762,ST. JOSEPH'S CENTER-VENICE/LINCOLN,404 LINCOLN BLVD.,VENICE,(310) 399-6878,90291,5,3,"COMMUNITY OUTREACH, CRISIS INTERVENTION, MENTAL HEALTH SERVICES* (MHS), TARGETED CASE MANAGEMENT",OUTPATIENT,ADULT,"ENGLISH, SPANISH",NGA,MON - FRI 8:00 AM - 5:00 PM,CONTACT PROVIDER
7795,SPECIALIZED FOSTER CARE - WEST LOS ANGELES,5757 WILSHIRE BLVD. STE. 200,LOS ANGELES,(323) 900-2222,90036,5,3,"CRISIS INTERVENTION, MENTAL HEALTH SERVICES* (MHS), TARGETED CASE MANAGEMENT",OUTPATIENT,CHILD/TAY,"ENGLISH, SPANISH",DMH,MON - FRI 8:00 AM - 5:00 PM,BY REFERRAL ONLY
7797,EXODUS RECOVERY INC. WESTSIDE,3828 HUGHES AVE.,CULVER CITY,(310) 253-9494,90232,5,2,URGENT CARE,CRISIS SERVICES,ADULT,"BULGARIAN, CANTONESE, CZECH, ENGLISH, FARSI, FOKIENESE, FRENCH, GERMAN, HINDI, HUNGARIAN, ILONGOT, JAPANESE, ROMANIAN, RUSSIAN, SPANISH, TAGALOG, VIETNAMESE",NGA,24 HOURS,24 HOURS
7842,ST. JOSEPH'S CENTER-SANTA MONICA,1450 20TH ST.,SANTA MONICA,(310) 309-6001,90404,5,3,"COMMUNITY OUTREACH, CRISIS INTERVENTION, MEDICATION SUPPORT, MENTAL HEALTH SERVICES* (MHS), TARGETED CASE MANAGEMENT",OUTPATIENT,ADULT,"ENGLISH, SPANISH",NGA,MON - FRI 8:00 AM - 5:00 PM,CONTACT PROVIDER
7871,"EXODUS RECOVERY INC.,","9808 VENICE BLVD, SUITE 300",CULVER CITY,(310) 945-3350,90232,5,3,PSYCHIATRICH HEALTH FACILITY,24 HOUR/RESIDENTIAL,ADULT,"ENGLISH, SPANISH",NGA,24 HOURS,BY REFERRAL ONLY
7900,"NEW DIRECTION VETS, OASIS FOR WOMEN",12536 MITCHELL AVE,LOS ANGELES,(310) 269-3487,90066,5,3,MENTAL HEALTH SERVICES* (MHS),OUTPATIENT,ADULT,"ENGLISH, SPANISH, VETERANS, VIETNAMESE",NGA,MON - FRI 8:00 AM - 5:00 PM,CONTACT PROVIDER
7909,NEW DIRECTION VETS,"11301 WILSHIRE BLVD., VA BLDG., #257",LOS ANGELES,(310) 914-5966,90073,5,3,MENTAL HEALTH SERVICES* (MHS),OUTPATIENT,ADULT,"ENGLISH, SPANISH, VETERANS, VIETNAMESE",NGA,MON - FRI 8:00 AM - 5:00 PM,CONTACT PROVIDER
7820,OCEAN PARK COMMUNITY CENTER,503 OLYMPIC BLVD,SANTA MONICA,(310) 264-6646,90401,5,3,MENTAL HEALTH SERVICES* (MHS),OUTPATIENT,ADULT,ENGLISH,NGA,MON - FRI 8:00 AM - 5:00 PM,CONTACT PROVIDER
7789,UCLA TIES FOR FAMILIES,"1033 GAYLEY AVE., SUITE 204",LOS ANGELES,(310) 825-6110,90024,5,3,MENTAL HEALTH SERVICES* (MHS),OUTPATIENT,CHILD/ADULT,ENGLISH,NGA,MON - FRI 8:00 AM - 6:00 PM,CONTACT PROVIDER
5022,ST. FRANCIS HOSPITAL,3630 E IMPERIAL HWY,LYNWOOD,(310) 900-8900,90262,6,2,24 HOUR ACUTE INPATIENT,24 HOUR/RESIDENTIAL,CHILD/ADULT,"ENGLISH, SPANISH",FFS,24 HOURS,24 HOURS
7080,KEDREN ACUTE PSYCHIATRIC HOSPITAL & CMHC,4211 SOUTH AVALON BLVD.,LOS ANGELES,(323) 233-0425,90011,6,2,24 HOUR ACUTE INPATIENT,24 HOUR/RESIDENTIAL,CHILD/ADULT,"ARABIC, ARMENIAN, CANTONESE, ENGLISH, FRENCH, GERMAN, GREEK, HINDI, JAPANESE, MANDARIN, RUSSIAN, SPANISH, TAGALOG, VIETNAMESE",NGA,24 HOURS,24 HOURS
7031,WATTS LABOR,12206 S. WILMINGTON AVE.,COMPTON,(323) 563-5639,90222,6,2,"LONG-TERM RESIDENTIAL, SUPPORTIVE LIVING",24 HOUR/RESIDENTIAL,ADULT,"ENGLISH, SPANISH",NGA,24 HOURS,BY REFERRAL ONLY
0067,VIEW HEIGHTS CONVALESCENT HOSPITAL,12619 SOUTH AVALON BLVD.,LOS ANGELES,(323) 757-1882,90061,6,2,24 HOUR ACUTE INPATIENT,24 HOUR/RESIDENTIAL,CHILD/ADULT,"ENGLISH, SPANISH",NGA,24 HOURS,24 HOURS
0057,LA PAZ,8835 VANS ST.,PARAMOUNT,(562) 633-5111,90723,6,4,INSTITUTIONS OF MENTAL DISEASE (IMD),24 HOUR/RESIDENTIAL,ADULT,"CAMBODIAN, CANTONESE, DUTCH, ENGLISH, GERMAN, HEBREW, IIOCANO, SAMOAN, SPANISH, TAGALOG, THAI, VIETNAMESE",NGA,24 HOURS,BY REFERRAL ONLY
7742,WOMEN'S JAIL LINKAGE SERVICES,11705 ALMADEA ST.,LYNWOOD,(323) 568-4856,90262,6,2,COMMUNITY OUTREACH,COMMUNITY OUTREACH,ADULT,"ENGLISH, SPANISH",DMH,MON - FRI 8:00 AM - 5:00 PM,BY REFERRAL ONLY
7890,EXODUS URGENT CARE CENTER (UCC) - 23 HOUR PSYCHIATRIC CRISIS CENTER,"12021 S. WILMINGTON AVE., 2ND FL.",LOS ANGELES,(562) 295-4617,90059,6,2,"CRISIS INTERVENTION, CRISIS STABILIZATION, MEDICATION SUPPORT, MENTAL HEALTH SERVICES* (MHS)",CRISIS SERVICES,CHILD/ADULT,"ENGLISH, SPANISH",NGA,24 HOURS,24 HOURS
7588,HOMELESS OUTREACH - SOUTH,1720 E. 120TH ST. RM 1066,LOS ANGELES,(310) 668-5150,90059,6,2,"COMMUNITY OUTREACH, CRISIS INTERVENTION, CRISIS HOMELESS, MENTAL HEALTH SERVICES* (MHS), PROVIDER LINKAGE AND REFERRAL, PSYCHIATRIC MOBILE RESPONSE",CRISIS SERVICES,CHILD/ADULT,"ENGLISH, SPANISH",DMH,MON - FRI 8:00 AM - 5:00 PM,FIELD RESPONSE ONLY
7782,CHILDREN'S BUREAU SOCIAL MAGNOLIA PLACE,1910 MAGNOLIA AVE.,LOS ANGELES,(213) 342-0100,90007,6,1,"CRISIS INTERVENTION, MEDICATION SUPPORT, MENTAL HEALTH SERVICES* (MHS), PSYCHOLOGICAL TESTING, TARGETED CASE MANAGEMENT, THERAPEUTIC BEHAVIORAL SERVICES",OUTPATIENT,CHILD/TAY,"ENGLISH, ITALIAN, KOREAN, SAMOAN, SPANISH",NGA,MON - FRI 8:00 AM - 5:00 PM,CONTACT PROVIDER
7841,DMH/DHS COLLABORATION - MLK MACC,1670 E. 120TH ST. RM 2E02,LOS ANGELES,(213) 738-3111,90059,6,2,MENTAL HEALTH SERVICES* (MHS),OUTPATIENT,ADULT,"ENGLISH, SPANISH",DMH,MON - FRI 8:00 AM - 5:00 PM,BY REFERRAL ONLY
7827,WESLEY HEALTH CENTERS,3591 EAST IMPERIAL HWY.,LYNWOOD,(310) 223-1035,90262,6,2,MENTAL HEALTH SERVICES* (MHS),OUTPATIENT,CHILD/ADULT,"ENGLISH, SPANISH",NGA,MON - FRI 8:00 AM - 5:00 PM,CONTACT PROVIDER
7612,SPECIALIZED FOSTER CARE - WATERIDGE,5001 W. GOLDLEAF CIRCLE.,LOS ANGELES,(310) 290-8610,90056,6,2,MENTAL HEALTH SERVICES* (MHS),OUTPATIENT,CHILD/TAY,"ENGLISH, SPANISH",DMH,MON - FRI 8:00 AM - 5:00 PM,BY REFERRAL ONLY
7303,SCHARP COMPTON,2620 INDUSTRY WAY STE. C,LYNWOOD,(310) 537-9780,90262,6,2,"COMMUNITY OUTREACH, CRISIS INTERVENTION, IMHT, MEDICATION SUPPPORT, MENTAL HEALTH PROMOTION, MENTAL HEALTH SERVICES* (MHS), TARGETED CASE MANAGEMENT",OUTPATIENT,ADULT,"ENGLISH, SPANISH",NGA,MON - FRI 8:00 AM - 5:00 PM,CONTACT PROVIDER
7637,ST. FRANCIS MEDICAL CENTER-CHILD COUNSELING CENTER,4390 TWEEDY BLVD,SOUTH GATE,(310) 603-6949,90280,6,2,MENTAL HEALTH SERVICES* (MHS),OUTPATIENT,CHILD/TAY,"ENGLISH, SPANISH",NGA,"MON, TUE  10:00 AM -7:00 PM; WED - FRI 10:00 AM-6:00PM",CONTACT PROVIDER
7549,STEP OUT,2010 EAST EL SEGUNDO BLVD.,COMPTON,(310) 637-0917,90222,6,2,"CRISIS INTERVENTION, MEDICATION SUPPORT, MENTAL HEALTH SERVICES* (MHS)",OUTPATIENT,CHILD/TAY,ENGLISH,NGA,MON - FRI 8:00 AM - 5:00 PM,CONTACT PROVIDER
7218,BARBOUR & FLOYD MEDICAL ASSOCIATES,2640 INDUSTRY WAY,LYNWOOD,(310) 639-5983 ; (424) 213 - 1150; FAX (310) 639 - 5870; (424) 213 - 1158,90262,6,2,"COMMUNITY OUTREACH, MEDICATION SUPPORT, MENTAL HEALTH PROMOTION, MENTAL HEALTH SERVICES* (MHS), TARGETED CASE MANAGEMENT",OUTPATIENT,ADULT/OLDER ADULT,"ENGLISH, SPANISH",NGA,MON - FRI 8:00 AM - 5:00 PM,CONTACT PROVIDER
7654,SCHARP - CHILD OUTPATIENT SERVICES,3741 STOCKER ST. STE.207,LOS ANGELES,(310) 667-4070,90008,6,2,"CRISIS INTERVENTION, MEDICATION SUPPORT, MENTAL HEALTH SERVICES* (MHS), SCHOOL BASED MENTAL HEALTH SERVICES, TARGETED CASE MANAGEMENT",OUTPATIENT,CHILD/TAY,"ENGLISH, SPANISH",NGA,MON - FRI 8:00 AM - 5:00 PM,CONTACT PROVIDER
7825,SCHARP - LYNWOOD,3591 E. IMPERIAL HWY.,LYNWOOD,(310) 667-4770,90262,6,2,MENTAL HEALTH SERVICES* (MHS),OUTPATIENT,CHILD/ADULT,"ENGLISH, SPANISH",NGA,MON - FRI 8:00 AM - 5:00 PM,CONTACT PROVIDER
7558,AFH - CRISIS RESOLUTION SERVICES,1720 EAST 120TH ST.,LOS ANGELES,(310) 668-3403,90059,6,2,"CRISIS INTERVENTION, MENTAL HEALTH SERVICES* (MHS)",OUTPATIENT,ADULT,"ENGLISH, SPANISH",DMH,MON - FRI 8:00 AM - 5:00 PM,MON - FRI 8:00 AM - 5:00 PM
6864,AUGUSTUS F. HAWKINS MENTAL HEALTH CENTER,1720 EAST 120TH ST.,LOS ANGELES,(310) 668-4272,90059,6,2,"COMMUNITY OUTREACH, COMMUNITY SUPPORT, FIELD CAPABLE CLINICAL SERVICES (FCCS), MEDICATION SUPPPORT, MENTAL HEALTH PROMOTION, MENTAL HEALTH SERVICES* (MHS), PSYCHOLOGICAL TESTING, SPECIALIZED FOSTER CARE, TARGETED CASE MANAGEMENT, WELLNESS CENTER",OUTPATIENT,ADULT/CHILD/TAY,"CANTONESE, ENGLISH, GERMAN, ITALIAN, JAPANESE, MANDARIN, SPANISH, SWATOWESE, TAGALOG",DMH,MON - FRI 8:00 AM - 4:30 PM,MON - FRI 8:00 AM - 4:30 PM
1938,COMPTON MENTAL HEALTH CENTER,921 EAST COMPTON BLVD.,COMPTON,(310) 668-6800,90221,6,2,"COMMUNITY OUTREACH, DAY REHABILITATION, DAY TREATMENT INTENSIVE, FSP, MEDICATION SUPPPORT, MENTAL HEALTH SERVICES* (MHS), MENTAL HEALTH PROMOTION, PSYCHOLOGICAL TESTING, SPECIALIZED FOSTER CARE, TARGETED CASE MANAGEMENT",OUTPATIENT,ADULT/CHILD/TAY,"CANTONESE, ENGLISH, MANDARIN, SPANISH, TAGALOG",DMH,MON - FRI 8:00 AM - 5:00 PM,MON - FRI 8:00 AM - 5:00 PM
7607,SPECIALIZED FOSTER CARE-COMPTON,921 EAST COMPTON BLVD.,COMPTON,(310) 668-6845,90221,6,2,"MEDICATION SUPPORT, MENTAL HEALTH SERVICES* (MHS), PSYCHOLOGICAL TESTING",OUTPATIENT,CHILD/TAY,"ENGLISH, SPANISH",DMH,MON - FRI 8:30 AM - 5:00 PM,BY REFERRAL ONLY
7264,SHIELDS FOR FAMILIES,1721 EAST 120TH ST. TRAILER #6,LOS ANGELES,(310) 668-8311,90059,6,2,"COMMUNITY OUTREACH, CRISIS INTERVENTION, DAY TREATMENT INTENSIVE, MEDICATION SUPPORT, MENTAL HEALTH PROMOTION, MENTAL HEALTH SERVICES* (MHS), PSYCHOLOGICAL TESTING, SPECIALIZED FOSTER CARE, TARGETED CASE MANAGEMENT",OUTPATIENT,CHILD/TAY,"ENGLISH, SPANISH",NGA,MON - FRI 8:00 AM - 5:00 PM,CONTACT PROVIDER
7573,SHIELDS FOR FAMILIES,12021 SOUTH WILMINGTON AVE.,LOS ANGELES,(310) 668-8311,90059,6,2,"DAY TREATMENT INTENSIVE, MEDICATION SUPPORT, MENTAL HEALTH SERVICES* (MHS), PSYCHOLOGICAL TESTING, SPECIALIZED FOSTER CARE",OUTPATIENT,CHILD/TAY,"ENGLISH, SPANISH",NGA,MON - FRI 8:00 AM - 5:00 PM,CONTACT PROVIDER
7845,BARBOUR & FLOYD MEDICAL ASSOCIATES,"2610 INDUSTRY WAY, BLDG 7",LYNWOOD,(310) 669-8035,90262,6,2,MENTAL HEALTH SERVICES* (MHS),OUTPATIENT,CHILD/TAY,"ENGLISH, SPANISH/LATINO",NGA,MON - FRI 8:00 AM - 5:00 PM,CONTACT PROVIDER
7736,CHILDREN'S INSTITUTE INC.,10221 SOUTH COMPTON AVE. STE. 203,LOS ANGELES,(310) 783-4677,90002,6,2,"DAY TREATMENT INTENSIVE, MEDICATION SUPPORT, MENTAL HEALTH SERVICES* (MHS), PSYCHOLOGICAL TESTING",OUTPATIENT,CHILD/TAY,"ENGLISH, FRENCH, JAPANESE, KOREAN, MANDARIN, SPANISH, TAGALOG",NGA,MON - FRI 8:00 AM - 5:00 PM,CONTACT PROVIDER
7493,THE STAR VIEW COMMUNITY SERVICES,1303 W. WALNUT PARKWAY,COMPTON,(310) 868-5379 ; FAX: (310) 868 - 5398,90220,6,2,"CRISIS INTERVENTION, MEDICATION SUPPORT, MENTAL HEALTH SERVICES* (MHS), PSYCHOLOGICAL TESTING, TARGETED CASE MANAGEMENT",OUTPATIENT,CHILD/TAY,ENGLISH,NGA,MON - FRI 8:00 AM - 5:00 PM,CONTACT PROVIDER
7707,COMPTON MENTAL HEALTH CENTER,921 EAST COMPTON BLVD.,COMPTON,(310) 885-2100,90221,6,2,"CRISIS INTERVENTION, FULL SERVICE PARTNERSHIP (FSP), MENTAL HEALTH SERVICES* (MHS), MEDICATION SUPPORT, SPECIALIZED FOSTER CARE",OUTPATIENT,ADULT/CHILD/TAY,"CANTONESE, ENGLISH, MANDARIN, SPANISH, TAGALOG, VISAYAN",DMH,MON - FRI 8:00 AM - 5:00 PM,MON - FRI 8:00 AM - 5:00 PM
7764,SHIELDS FOR FAMILIES,3209 N. ALAMEDA ST. STE. D,COMPTON,(310) 898-2450,90222,6,2,"MEDICATION SUPPORT, MENTAL HEALTH SERVICES* (MHS), PSYCHOLOGICAL TESTING",OUTPATIENT,ADULT/CHILD/TAY,"ENGLISH, SPANISH",NGA,MON - FRI 8:00 AM - 5:00 PM,CONTACT PROVIDER
7737,SHIELDS FOR FAMILIES KAY STREET,1500 EAST KAY ST.,COMPTON,(310) 898-2450,90221,6,2,"COMMUNITY OUTREACH, MEDICATION SUPPORT, MENTAL HEALTH PROMOTION, MENTAL HEALTH SERVICES* (MHS), PSYCHOLOGICAL TESTING",OUTPATIENT,ADULT/CHILD/TAY,"ENGLISH, SPANISH",NGA,MON - FRI 8:00 AM - 5:00 PM,CONTACT PROVIDER
7636,ST. FRANCIS MEDICAL CENTER,3630 EAST IMPERIAL HIGHWAY,LYNWOOD,(310) 900-8490,90262,6,2,MENTAL HEALTH SERVICES* (MHS),OUTPATIENT,CHILD/TAY,"BLIND, ENGLISH, SPANISH",NGA,"MON, TUE  10:00 AM -7:00 PM; WED - FRI 10:00 AM-6:00PM",CONTACT PROVIDER
7911,EXODUS RECOVERY INC. MLK-ICC,"12021 S. WILMINGTON AVE., 2ND FL.",LOS ANGELES,(310) 945-3350,90059,6,2,MENTAL HEALTH SERVICES* (MHS),OUTPATIENT,ADULT,"ENGLISH, SPANISH",NGA,MON - FRI 8:00 AM - 5:00 PM,CONTACT PROVIDER
7733,LOS ANGELES CHILD GUIDANCE CLINIC - BHS LINCOLN HEIGHTS,3787 SOUTH VERMONT AVE.,LOS ANGELES,(323) 221-1746,90007,6,2,"CRISIS INTERVENTION, MEDICATION SUPPORT, MENTAL HEALTH SERVICES* (MHS), SPECIALIZED FOSTER CARE",OUTPATIENT,ADULT/CHILD/TAY,"ENGLISH, SPANISH",NGA,MON - FRI 8:00 AM - 5:00 PM,CONTACT PROVIDER
7577,KEDREN COMMUNITY MENTAL HEALTH CLINIC,2160 WEST ADAMS BLVD.,LOS ANGELES,(323) 233-0425,90018,6,2,"DAY TREATMENT INTENSIVE, FULL SERVICE PARTNERSHIP, MEDICATION SUPPORT, MENTAL HEALTH SERVICES* (MHS), PSYCHOLOGICAL TESTING",OUTPATIENT,ADULT/CHILD/TAY,"ENGLISH, HINDI, JAPANESE, RUSSIAN, SPANISH, TAGALOG",NGA,MON - FRI 8:00 AM - 5:00 PM,CONTACT PROVIDER
7876,KEDREN COMMUNITY MENTAL HEALTH CENTER,3800 S. FIGUEROA ST.,LOS ANGELES,(323) 233-0425,90037,6,2,MENTAL HEALTH SERVICES* (MHS),OUTPATIENT,CHILD/ADULT,"ENGLISH, SPANISH",NGA,MON - FRI 8:00 AM - 5:00 PM,CONTACT PROVIDER
7681,SSG WEBER COMMUNITY CENTER,5849 CROCKER ST. UNIT L,LOS ANGELES,(323) 234-4445,90003,6,2,"MEDICATION SUPPORT, MENTAL HEALTH SERVICES* (MHS), PSYCHOLOGICAL TESTING, SPECIALIZED FOSTER CARE",OUTPATIENT,ADULT/CHILD/TAY,"ENGLISH, FRENCH, HEBREW, IIOCANO , IIONGOT, JAPANESE, KOREAN, PORTUGUESE, SPANISH, TAGALOG",NGA,MON - FRI 8:00 AM - 5:00 PM,CONTACT PROVIDER
7768,SHIELDS FOR FAMILIES,11601 S. WESTERN AVE.,LOS ANGELES,(323) 242-5000,90047,6,2,MENTAL HEALTH SERVICES* (MHS),OUTPATIENT,CHILD/ADULT,"ENGLISH, SPANISH",NGA,MON - FRI 8:00 AM - 5:00 PM,CONTACT PROVIDER
7365,SHIELDS FOR FAMILIES,2620 INDUSTRY WAY STE. A,LYNWOOD,(323) 242-5000,90262,6,2,"CRISIS INTERVENTION, FIELD CAPABLE CLINICAL SERVICES (FCCS), MEDICATION SUPPPORT, MENTAL HEALTH SERVICES* (MHS), PSYCHOLOGICAL TESTING, TARGETED CASE MANAGEMENT",OUTPATIENT,ADULT/TAY,"ENGLISH, SPANISH",NGA,MON - FRI 8:00 AM - 5:00 PM,CONTACT PROVIDER
7535,DREW CHILD DEVELOPMENT CORPORATION,1770 EAST. 118TH ST.,LOS ANGELES,(323) 249-2950,90059,6,2,"CRISIS INTERVENTION, PREVENTION AND EARLY INTERVENTION (PEI), MEDICATION SUPPORT, MENTAL HEALTH SERVICES* (MHS), TARGETED CASE MANAGEMENT",OUTPATIENT,ADULT/CHILD/TAY,"ENGLISH, SPANISH",NGA,MON - FRI 8:00 AM - 6:00 PM,MON - FRI 8:00 AM - 6:00 PM
7721,DREW CHILD DEVELOPMENT CORPORATION,3737 MARTIN LUTHER KING JR. BLVD. STE. 550,LYNWOOD,(323) 249-2950,90262,6,2,"CRISIS INTERVENTION, PREVENTION AND EARLY INTERVENTION (PEI), MEDICATION SUPPORT, MENTAL HEALTH SERVICES* (MHS), TARGETED CASE MANAGEMENT",OUTPATIENT,ADULT,"ENGLISH, SPANISH",DMH,MON - FRI 8:00 AM - 5:00 PM,CONTACT PROVIDER
7690,PACIFIC CLINICS PORTALS COMMUNITY CONNECTIONS,3881 SOUTH WESTERN AVE.,LOS ANGELES,(323) 290-4348,90062,6,2,"PSYCHOLOGICAL TESTING, MEDICATION SUPPORT, MENTAL HEALTH SERVICES* (MHS), SPECIALIZED FOSTER CARE",OUTPATIENT,CHILD/TAY,"ARMENIAN, CZECH, ENGLISH, FRENCH, GERMAN, HEBREW, IGOROT, ITALIAN, MANDARIN, POLISH, PUNJABI, RUSSIAN, SPANISH, TAGALOG, VIETNAMESE, YORUBA",NGA,MON - FRI 8:00 AM - 5:00 PM,CONTACT PROVIDER
7655,ALAFIA MENTAL HEALTH INSTITUTION,3756 SANTA ROSALIA DR. STE. 62,LOS ANGELES,(323) 293-8771,90008,6,2,"MEDICATION SUPPORT, MENTAL HEALTH SERVICES* (MHS), PSYCHOLOGICAL TESTING",OUTPATIENT,CHILD/TAY,"ENGLISH, SPANISH",NGA,MON - FRI 8:00 AM - 5:00 PM,CONTACT PROVIDER
7836,JUNIOR BLIND OF AMERICA,5300 ANGELES VISTA BLVD.,LOS ANGELES,(323) 295-4555,90043,6,2,MENTAL HEALTH SERVICES* (MHS),OUTPATIENT,CHILD/TAY,"ENGLISH, SPANISH",NGA,MON - FRI 8:00 AM - 5:00 PM,CONTACT PROVIDER
